item_id,store_id,date,actual,predicted,residual,abs_residual,residual_pct,residual_rolling_mean,residual_rolling_std,z_score,anomaly_stat,anomaly_iso,is_anomaly
FOODS_1_003,CA_1,2016-03-28,4,0.7747557091442048,3.2252442908557954,3.2252442908557954,4.162917746573821,,,,0,0,0
FOODS_1_003,CA_1,2016-03-29,0,0.736091338714906,-0.736091338714906,0.736091338714906,-1.0,3.2252442908557954,,,0,0,0
FOODS_1_003,CA_1,2016-03-30,0,0.6831611150790755,-0.6831611150790755,0.6831611150790755,-1.0,1.2445764760704447,2.8010872862253247,0.24389140546908353,0,0,0
FOODS_1_003,CA_1,2016-03-31,1,0.7791850927534812,0.22081490724651875,0.22081490724651875,0.28339210965420797,0.6019972790206046,2.271952698884866,0.09719168332813465,0,0,0
FOODS_1_003,CA_1,2016-04-01,1,0.8007565494651827,0.1992434505348173,0.1992434505348173,0.24881900830894232,0.5067016860770832,1.8648067935985526,0.10684401795337385,0,0,0
FOODS_1_003,CA_1,2016-04-02,0,0.9685342085602744,-0.9685342085602744,0.9685342085602744,-1.0,0.44521003896863,1.6208128813681852,0.5975607793434493,0,0,0
FOODS_1_003,CA_1,2016-04-03,0,0.7706485731092962,-0.7706485731092962,0.7706485731092962,-1.0,0.2095859977138126,1.5603652296916715,0.49388986529876505,0,0,0
FOODS_1_003,CA_1,2016-04-04,1,0.6806550073894947,0.3193449926105053,0.3193449926105053,0.4691730599842115,0.06955248759622563,1.4718068473987742,0.2169747974572246,0,0,0
FOODS_1_003,CA_1,2016-04-05,0,0.5209891852528125,-0.5209891852528125,0.5209891852528125,-1.0,-0.3455759835816729,0.5619870078011423,0.9270484513356636,0,0,0
FOODS_1_003,CA_1,2016-04-06,1,0.5479450248674401,0.4520549751325599,0.4520549751325599,0.8250006015510806,-0.31484710451565956,0.5426223490741966,0.833093174108734,0,0,0
FOODS_1_003,CA_1,2016-04-07,1,0.571110937092587,0.428889062907413,0.428889062907413,0.7509732961704473,-0.1526733773425688,0.5823823840032376,0.7364389354624241,0,0,0
FOODS_1_003,CA_1,2016-04-08,0,0.6922210535384914,-0.6922210535384914,0.6922210535384914,-1.0,-0.12294849796244105,0.6093099705389203,1.1360737342378266,0,0,0
FOODS_1_003,CA_1,2016-04-09,1,0.6697421911443663,0.3302578088556337,0.3302578088556337,0.4931118469501423,-0.2503005699729138,0.6237368008392299,0.5294826414142568,0,0,0
FOODS_1_003,CA_1,2016-04-10,0,0.9392371142993948,-0.9392371142993948,0.9392371142993948,-1.0,-0.06475885319921258,0.5648737250207944,1.662738188547926,0,0,0
FOODS_1_003,CA_1,2016-04-11,0,0.6982106176196556,-0.6982106176196556,0.6982106176196556,-1.0,-0.0888429305120838,0.6023378875010248,1.1591676899429106,0,0,0
FOODS_1_003,CA_1,2016-04-12,1,0.5209891852528125,0.47901081474718754,0.47901081474718754,0.919425639353234,-0.2342080176878211,0.6101448081993343,0.7850772608568928,0,0,0
FOODS_1_003,CA_1,2016-04-13,2,0.5908378452113849,1.409162154788615,1.409162154788615,2.3850235156897526,-0.0913508748306782,0.6477191577436021,2.175575846324478,0,0,0
FOODS_1_003,CA_1,2016-04-14,0,0.6071368302329189,-0.6071368302329189,0.6071368302329189,-1.0,0.04537872226304396,0.8507472400857974,0.7136512487207005,0,0,0
FOODS_1_003,CA_1,2016-04-15,3,0.7505424359723218,2.2494575640276784,2.2494575640276784,2.997109098985887,-0.10262497675700347,0.8629393469883657,2.6067388998754346,0,0,0
FOODS_1_003,CA_1,2016-04-16,0,0.7612674686182412,-0.7612674686182412,0.7612674686182412,-1.0,0.31761482575244937,1.184373547710628,0.6427596007102295,0,0,0
FOODS_1_003,CA_1,2016-04-17,2,0.8627961923914106,1.1372038076085893,1.1372038076085893,1.3180445366322302,0.16168264325618154,1.252335647528145,0.9080663078250607,0,0,0
FOODS_1_003,CA_1,2016-04-18,1,0.920032848631349,0.07996715136865096,0.07996715136865096,0.0869177133051401,0.4583170606716078,1.1925980624092616,0.06705289392060808,0,0,0
FOODS_1_003,CA_1,2016-04-19,1,0.7979987549508893,0.20200124504911066,0.20200124504911066,0.25313478723603056,0.569485313384223,1.0994562710048617,0.18372831223609204,0,0,0
FOODS_1_003,CA_1,2016-04-20,0,0.7659082447908244,-0.7659082447908244,0.7659082447908244,-1.0,0.5299125177130692,1.1082058633656007,0.6911245194685898,0,0,0
FOODS_1_003,CA_1,2016-04-21,1,0.7347546524920495,0.2652453475079505,0.2652453475079505,0.3609985273428678,0.21918817491600645,1.1253847947390712,0.2356930258413964,0,0,0
FOODS_1_003,CA_1,2016-04-22,0,0.9566894995869888,-0.9566894995869888,0.9566894995869888,-1.0,0.3438142003075592,1.0653272066175983,0.8980240940475622,0,0,0
FOODS_1_003,CA_1,2016-04-23,1,0.9167371230693766,0.0832628769306234,0.0832628769306234,0.09082524841128557,-0.11420680878025037,0.7528703820873484,0.11059390688178673,0,0,0
FOODS_1_003,CA_1,2016-04-24,0,1.127811673750663,-1.127811673750663,1.127811673750663,-1.0,0.006440383441016003,0.6975312941217223,1.6168617569634873,0,0,0
FOODS_1_039,CA_1,2016-03-28,0,0.6886014744360497,-0.6886014744360497,0.6886014744360497,-1.0,,,,0,0,0
FOODS_1_039,CA_1,2016-03-29,1,0.4765950022290163,0.5234049977709837,0.5234049977709837,1.0982175543659478,-0.6886014744360497,,,0,0,0
FOODS_1_039,CA_1,2016-03-30,0,0.5018047083917191,-0.5018047083917191,0.5018047083917191,-1.0,-0.08259823833253299,0.8570179953395781,0.5855241209875505,0,0,0
FOODS_1_039,CA_1,2016-03-31,1,0.5253862609063708,0.47461373909362925,0.47461373909362925,0.9033615349492558,-0.2223337283522617,0.6525472731389624,0.7273246837897037,0,0,0
FOODS_1_039,CA_1,2016-04-01,0,0.7203524399004372,-0.7203524399004372,0.7203524399004372,-1.0,-0.048096861490788956,0.63664163562835,1.1314881082030814,0,0,0
FOODS_1_039,CA_1,2016-04-02,2,0.7846169602981036,1.2153830397018965,1.2153830397018965,1.549014488853427,-0.1825479771727186,0.6279888069880176,1.9353578060270853,0,0,0
